RXNID	NAME	FORMULA	SUBSYSTEM	GR RULE	EC NUMBER	KEGG	NOTES	REFERENCES
MAGLINL_HSe	Lipase, Extracellular, Formation of 1-Linoleoylglycerol	1 h2o[e] + 1 dag_hs[e] --> 1 h[e] + 1 Rtotal[e] + 1 maglinl_hs[e]	Glycerophospholipid metabolism	(1056) or (4023)	3.1.1.3		Generic diacyl-glycerol is included as the precise fatty acid composition of dag_hs is unknown.	PMID: 11717312
MAGOLE_HSe	Lipase, Extracellular, Formation of 1-Oleoylglycerol	1 h2o[e] + 1 dag_hs[e] --> 1 h[e] + 1 Rtotal[e] + 1 magole_hs[e]	Glycerophospholipid metabolism	(1056) or (4023)	3.1.1.3		Generic diacyl-glycerol is included as the precise fatty acid composition of dag_hs is unknown.	PMID: 11717312
LPS5e	Lipase, Extracellular, Formation of 1-Palmitoylglycerol	1 h2o[e] + 1 dag_hs[e] --> 1 h[e] + 1 Rtotal[e] + 1 magpalm_hs[e]	Glycerophospholipid metabolism	(1056) or (4023)	3.1.1.3		Generic diacyl-glycerol is included as the precise fatty acid composition of dag_hs is unknown.	PMID: 11717312
LPS6e	Lipase, Extracellular, Formation of 1-Stearoylglycerol	1 h2o[e] + 1 dag_hs[e] --> 1 h[e] + 1 Rtotal[e] + 1 magste_hs[e]	Glycerophospholipid metabolism	(1056) or (4023)	3.1.1.3		Generic diacyl-glycerol is included as the precise fatty acid composition of dag_hs is unknown.	PMID: 11717312
LPS7e	Lipase, Extracellular, Formation of 1-Linoleoylglycerol	1 h2o[e] + 1 dag_hs[e] --> 1 h[e] + 1 Rtotal[e] + 1 magarachi_hs[e]	Glycerophospholipid metabolism	(1056) or (4023)	3.1.1.3		Generic diacyl-glycerol is included as the precise fatty acid composition of dag_hs is unknown.	PMID: 11717312
PCHOLMYR_HSPLA2	Formation of 1-Myristoylglycerophosphocholine by Phospholipase A2	1 h2o[c] + 1 pchol_hs[c] --> 1 h[c] + 1 Rtotal2[c] + 1 pcholmyr_hs[c]	Glycerophospholipid metabolism	(100137049) or (123745) or (50487) or (5320) or (5321) or (5322) or (64600) or (81579) or (8398)	3.1.1.4		Lysophopshatidyl-choline (LPC) is derived from polar surface phosphatidylcholine (PC) of lipoproteins or from cell membrane-derived PC as a result of phospholipase A2 (PLA2) [8,9]. There is also a phospholipase A1 (PLA1), which is able to cleave the sn-1 ester bond [10]. Appreciable amounts of LPC are either formed in plasma by endothelial lipase [10] or by lecithin-cholesterol acyltransferase (LCAT) secreted from the liver to catalyse the transfer of fatty acids, preferentially linoleate which is in sn-2 position of phosphatidylcholine, to free cholesterol in plasma for the formation of cholesteryl esters [11]. Lysophospholipase substrates the reaction of LPC and water to carboxylate and glycerophosphocholine which is further converted to sn-glycerol-3-phosphate and choline by glycerophosphocholine phosphodiesterase. Glycerol-3-phosphate acyltransferase, located in both endoplasmic reticulum and mitochondrial, catalyses the formation of the lysoproduct LPA by the acylation of glycerol 3-phosphate. LPA may also be synthesized by PLA2 catalysed deacylation of phosphatidic acid (PA). PA is generated by the hydrolysis of PC by PC-specific phospholipase D (PLD) or the acylation of LPA by LPA acyl transferases. PA is an important metabolite involved in phospholipid biosynthesis and membrane remodeling. GPR association taken from Recon.	PMID: 19570538, PMID: 18220755
PCHOLOLE_HSPLA2	Formation of 1-Oleoylglycerophosphocholine (Delta 9) by Phospholipase A2	1 h2o[c] + 1 pchol_hs[c] --> 1 h[c] + 1 Rtotal2[c] + 1 pcholole_hs[c]	Glycerophospholipid metabolism	(100137049) or (123745) or (50487) or (5320) or (5321) or (5322) or (64600) or (81579) or (8398)	3.1.1.4		Lysophopshatidyl-choline (LPC) is derived from polar surface phosphatidylcholine (PC) of lipoproteins or from cell membrane-derived PC as a result of phospholipase A2 (PLA2) [8,9]. There is also a phospholipase A1 (PLA1), which is able to cleave the sn-1 ester bond [10]. Appreciable amounts of LPC are either formed in plasma by endothelial lipase [10] or by lecithin-cholesterol acyltransferase (LCAT) secreted from the liver to catalyse the transfer of fatty acids, preferentially linoleate which is in sn-2 position of phosphatidylcholine, to free cholesterol in plasma for the formation of cholesteryl esters [11]. Lysophospholipase substrates the reaction of LPC and water to carboxylate and glycerophosphocholine which is further converted to sn-glycerol-3-phosphate and choline by glycerophosphocholine phosphodiesterase. Glycerol-3-phosphate acyltransferase, located in both endoplasmic reticulum and mitochondrial, catalyses the formation of the lysoproduct LPA by the acylation of glycerol 3-phosphate. LPA may also be synthesized by PLA2 catalysed deacylation of phosphatidic acid (PA). PA is generated by the hydrolysis of PC by PC-specific phospholipase D (PLD) or the acylation of LPA by LPA acyl transferases. PA is an important metabolite involved in phospholipid biosynthesis and membrane remodeling. GPR association taken from Recon.	PMID: 19570538, PMID: 18220755
PEOLE_HSPLA2	Formation of 1-Oleoylglycerophosphoethanolamine (Delta 9) by Phospholipase A2	1 h2o[c] + 1 pe_hs[c] --> 1 h[c] + 1 Rtotal2[c] + 1 peole_hs[c]	Glycerophospholipid metabolism	(100137049) or (123745) or (50487) or (5320) or (5321) or (5322) or (64600) or (81579) or (8398)	3.1.1.4		Hydrolysis of phosphatidylethanolamine by human pancreatic phospholipase A2.	PMID: 8171289
PCHOLPALME_HSPLA2	Formation of 1-Palmitoleoylglycerophosphocholine (Delta 9) by Phospholipase A2	1 h2o[c] + 1 pchol_hs[c] --> 1 h[c] + 1 Rtotal2[c] + 1 pcholpalme_hs[c]	Glycerophospholipid metabolism	(100137049) or (123745) or (50487) or (5320) or (5321) or (5322) or (64600) or (81579) or (8398)	3.1.1.4		Lysophopshatidyl-choline (LPC) is derived from polar surface phosphatidylcholine (PC) of lipoproteins or from cell membrane-derived PC as a result of phospholipase A2 (PLA2) [8,9]. There is also a phospholipase A1 (PLA1), which is able to cleave the sn-1 ester bond [10]. Appreciable amounts of LPC are either formed in plasma by endothelial lipase [10] or by lecithin-cholesterol acyltransferase (LCAT) secreted from the liver to catalyse the transfer of fatty acids, preferentially linoleate which is in sn-2 position of phosphatidylcholine, to free cholesterol in plasma for the formation of cholesteryl esters [11]. Lysophospholipase substrates the reaction of LPC and water to carboxylate and glycerophosphocholine which is further converted to sn-glycerol-3-phosphate and choline by glycerophosphocholine phosphodiesterase. Glycerol-3-phosphate acyltransferase, located in both endoplasmic reticulum and mitochondrial, catalyses the formation of the lysoproduct LPA by the acylation of glycerol 3-phosphate. LPA may also be synthesized by PLA2 catalysed deacylation of phosphatidic acid (PA). PA is generated by the hydrolysis of PC by PC-specific phospholipase D (PLD) or the acylation of LPA by LPA acyl transferases. PA is an important metabolite involved in phospholipid biosynthesis and membrane remodeling. GPR association taken from Recon.	PMID: 19570538, PMID: 18220755
PCHOLPALM_HSPLA2	Formation of 1-Palmitoylglycerophosphocholine by Phospholipase A2	1 h2o[c] + 1 pchol_hs[c] --> 1 h[c] + 1 Rtotal2[c] + 1 pcholpalm_hs[c]	Glycerophospholipid metabolism	(100137049) or (123745) or (50487) or (5320) or (5321) or (5322) or (64600) or (81579) or (8398)	3.1.1.4		Lysophopshatidyl-choline (LPC) is derived from polar surface phosphatidylcholine (PC) of lipoproteins or from cell membrane-derived PC as a result of phospholipase A2 (PLA2) [8,9]. There is also a phospholipase A1 (PLA1), which is able to cleave the sn-1 ester bond [10]. Appreciable amounts of LPC are either formed in plasma by endothelial lipase [10] or by lecithin-cholesterol acyltransferase (LCAT) secreted from the liver to catalyse the transfer of fatty acids, preferentially linoleate which is in sn-2 position of phosphatidylcholine, to free cholesterol in plasma for the formation of cholesteryl esters [11]. Lysophospholipase substrates the reaction of LPC and water to carboxylate and glycerophosphocholine which is further converted to sn-glycerol-3-phosphate and choline by glycerophosphocholine phosphodiesterase. Glycerol-3-phosphate acyltransferase, located in both endoplasmic reticulum and mitochondrial, catalyses the formation of the lysoproduct LPA by the acylation of glycerol 3-phosphate. LPA may also be synthesized by PLA2 catalysed deacylation of phosphatidic acid (PA). PA is generated by the hydrolysis of PC by PC-specific phospholipase D (PLD) or the acylation of LPA by LPA acyl transferases. PA is an important metabolite involved in phospholipid biosynthesis and membrane remodeling. GPR association taken from Recon.	PMID: 19570538, PMID: 18220755
PEPALM_HSPLA2	Formation of 1-Palmitoylglycerophosphoethanolamine by Phospholipase A2	1 h2o[c] + 1 pe_hs[c] --> 1 h[c] + 1 Rtotal2[c] + 1 pepalm_hs[c]	Glycerophospholipid metabolism	(100137049) or (123745) or (50487) or (5320) or (5321) or (5322) or (64600) or (81579) or (8398)	3.1.1.4		Lysophopshatidyl-choline (LPC) is derived from polar surface phosphatidylcholine (PC) of lipoproteins or from cell membrane-derived PC as a result of phospholipase A2 (PLA2) [8,9]. There is also a phospholipase A1 (PLA1), which is able to cleave the sn-1 ester bond [10]. Appreciable amounts of LPC are either formed in plasma by endothelial lipase [10] or by lecithin-cholesterol acyltransferase (LCAT) secreted from the liver to catalyse the transfer of fatty acids, preferentially linoleate which is in sn-2 position of phosphatidylcholine, to free cholesterol in plasma for the formation of cholesteryl esters [11]. Lysophospholipase substrates the reaction of LPC and water to carboxylate and glycerophosphocholine which is further converted to sn-glycerol-3-phosphate and choline by glycerophosphocholine phosphodiesterase. Glycerol-3-phosphate acyltransferase, located in both endoplasmic reticulum and mitochondrial, catalyses the formation of the lysoproduct LPA by the acylation of glycerol 3-phosphate. LPA may also be synthesized by PLA2 catalysed deacylation of phosphatidic acid (PA). PA is generated by the hydrolysis of PC by PC-specific phospholipase D (PLD) or the acylation of LPA by LPA acyl transferases. PA is an important metabolite involved in phospholipid biosynthesis and membrane remodeling. GPR association taken from Recon.	PMID: 19570538, PMID: 18220755
PAILPALM_HSPLA2	Formation of 1-Palmitoylglycerophosphoinositol by Phospholipase A2	1 h2o[c] + 1 pail_hs[c] --> 1 h[c] + 1 Rtotal2[c] + 1 pailpalm_hs[c]	Glycerophospholipid metabolism	(100137049) or (123745) or (50487) or (5320) or (5321) or (5322) or (64600) or (81579) or (8398)	3.1.1.4		Phosphatidylinositol hydrolysis by phospholipase A2 and C activities in human peripheral blood neutrophils.	PMID: 1464738
PCHOLSTE_HSPLA2	Formation of 1-Stearoylglycerophosphocholine by Phospholipase A2	1 h2o[c] + 1 pchol_hs[c] --> 1 h[c] + 1 Rtotal2[c] + 1 pcholste_hs[c]	Glycerophospholipid metabolism	(100137049) or (123745) or (50487) or (5320) or (5321) or (5322) or (64600) or (81579) or (8398)	3.1.1.4		Lysophopshatidyl-choline (LPC) is derived from polar surface phosphatidylcholine (PC) of lipoproteins or from cell membrane-derived PC as a result of phospholipase A2 (PLA2) [8,9]. There is also a phospholipase A1 (PLA1), which is able to cleave the sn-1 ester bond [10]. Appreciable amounts of LPC are either formed in plasma by endothelial lipase [10] or by lecithin-cholesterol acyltransferase (LCAT) secreted from the liver to catalyse the transfer of fatty acids, preferentially linoleate which is in sn-2 position of phosphatidylcholine, to free cholesterol in plasma for the formation of cholesteryl esters [11]. Lysophospholipase substrates the reaction of LPC and water to carboxylate and glycerophosphocholine which is further converted to sn-glycerol-3-phosphate and choline by glycerophosphocholine phosphodiesterase. Glycerol-3-phosphate acyltransferase, located in both endoplasmic reticulum and mitochondrial, catalyses the formation of the lysoproduct LPA by the acylation of glycerol 3-phosphate. LPA may also be synthesized by PLA2 catalysed deacylation of phosphatidic acid (PA). PA is generated by the hydrolysis of PC by PC-specific phospholipase D (PLD) or the acylation of LPA by LPA acyl transferases. PA is an important metabolite involved in phospholipid biosynthesis and membrane remodeling. GPR association taken from Recon.	PMID: 19570538, PMID: 18220755
PCHOL2LINL_HSPLA2	Formation of 2-Linoleoylglycerophosphocholine by Phospholipase A2	1 h2o[c] + 1 pchol_hs[c] --> 1 h[c] + 1 Rtotal2[c] + 1 pchol2linl_hs[c]	Glycerophospholipid metabolism	(100137049) or (123745) or (50487) or (5320) or (5321) or (5322) or (64600) or (81579) or (8398)	3.1.1.4		Lysophopshatidyl-choline (LPC) is derived from polar surface phosphatidylcholine (PC) of lipoproteins or from cell membrane-derived PC as a result of phospholipase A2 (PLA2) [8,9]. There is also a phospholipase A1 (PLA1), which is able to cleave the sn-1 ester bond [10]. Appreciable amounts of LPC are either formed in plasma by endothelial lipase [10] or by lecithin-cholesterol acyltransferase (LCAT) secreted from the liver to catalyse the transfer of fatty acids, preferentially linoleate which is in sn-2 position of phosphatidylcholine, to free cholesterol in plasma for the formation of cholesteryl esters [11]. Lysophospholipase substrates the reaction of LPC and water to carboxylate and glycerophosphocholine which is further converted to sn-glycerol-3-phosphate and choline by glycerophosphocholine phosphodiesterase. Glycerol-3-phosphate acyltransferase, located in both endoplasmic reticulum and mitochondrial, catalyses the formation of the lysoproduct LPA by the acylation of glycerol 3-phosphate. LPA may also be synthesized by PLA2 catalysed deacylation of phosphatidic acid (PA). PA is generated by the hydrolysis of PC by PC-specific phospholipase D (PLD) or the acylation of LPA by LPA acyl transferases. PA is an important metabolite involved in phospholipid biosynthesis and membrane remodeling. GPR association taken from Recon.	PMID: 19570538, PMID: 18220755
PE2LINL_HSPLA2	Formation of 2-Linoleoylglycerophosphoethanolamine by Phospholipase A2	1 h2o[c] + 1 pe_hs[c] --> 1 h[c] + 1 Rtotal2[c] + 1 pe2linl_hs[c]	Glycerophospholipid metabolism	(100137049) or (123745) or (50487) or (5320) or (5321) or (5322) or (64600) or (81579) or (8398)	3.1.1.4		Hydrolysis of phosphatidylethanolamine by human pancreatic phospholipase A2.	PMID: 8171289
PCHOL2OLE_HSPLA2	Formation of 2-Oleoylglycerophosphocholine by Phospholipase A2	1 h2o[c] + 1 pchol_hs[c] --> 1 h[c] + 1 Rtotal2[c] + 1 pchol2ole_hs[c]	Glycerophospholipid metabolism	(100137049) or (123745) or (50487) or (5320) or (5321) or (5322) or (64600) or (81579) or (8398)	3.1.1.4		Lysophopshatidyl-choline (LPC) is derived from polar surface phosphatidylcholine (PC) of lipoproteins or from cell membrane-derived PC as a result of phospholipase A2 (PLA2) [8,9]. There is also a phospholipase A1 (PLA1), which is able to cleave the sn-1 ester bond [10]. Appreciable amounts of LPC are either formed in plasma by endothelial lipase [10] or by lecithin-cholesterol acyltransferase (LCAT) secreted from the liver to catalyse the transfer of fatty acids, preferentially linoleate which is in sn-2 position of phosphatidylcholine, to free cholesterol in plasma for the formation of cholesteryl esters [11]. Lysophospholipase substrates the reaction of LPC and water to carboxylate and glycerophosphocholine which is further converted to sn-glycerol-3-phosphate and choline by glycerophosphocholine phosphodiesterase. Glycerol-3-phosphate acyltransferase, located in both endoplasmic reticulum and mitochondrial, catalyses the formation of the lysoproduct LPA by the acylation of glycerol 3-phosphate. LPA may also be synthesized by PLA2 catalysed deacylation of phosphatidic acid (PA). PA is generated by the hydrolysis of PC by PC-specific phospholipase D (PLD) or the acylation of LPA by LPA acyl transferases. PA is an important metabolite involved in phospholipid biosynthesis and membrane remodeling. GPR association taken from Recon.	PMID: 19570538, PMID: 18220755
PCHOL2PALM_HSPLA2	Formation of 2-Palmitoylglycerophosphocholine by Phospholipase A2	1 h2o[c] + 1 pchol_hs[c] --> 1 h[c] + 1 Rtotal2[c] + 1 pchol2palm_hs[c]	Glycerophospholipid metabolism	(100137049) or (123745) or (50487) or (5320) or (5321) or (5322) or (64600) or (81579) or (8398)	3.1.1.4		Lysophopshatidyl-choline (LPC) is derived from polar surface phosphatidylcholine (PC) of lipoproteins or from cell membrane-derived PC as a result of phospholipase A2 (PLA2) [8,9]. There is also a phospholipase A1 (PLA1), which is able to cleave the sn-1 ester bond [10]. Appreciable amounts of LPC are either formed in plasma by endothelial lipase [10] or by lecithin-cholesterol acyltransferase (LCAT) secreted from the liver to catalyse the transfer of fatty acids, preferentially linoleate which is in sn-2 position of phosphatidylcholine, to free cholesterol in plasma for the formation of cholesteryl esters [11]. Lysophospholipase substrates the reaction of LPC and water to carboxylate and glycerophosphocholine which is further converted to sn-glycerol-3-phosphate and choline by glycerophosphocholine phosphodiesterase. Glycerol-3-phosphate acyltransferase, located in both endoplasmic reticulum and mitochondrial, catalyses the formation of the lysoproduct LPA by the acylation of glycerol 3-phosphate. LPA may also be synthesized by PLA2 catalysed deacylation of phosphatidic acid (PA). PA is generated by the hydrolysis of PC by PC-specific phospholipase D (PLD) or the acylation of LPA by LPA acyl transferases. PA is an important metabolite involved in phospholipid biosynthesis and membrane remodeling. GPR association taken from Recon.	PMID: 19570538, PMID: 18220755
PCHOL2STE_HSPLA2	Formation of 2-Stearoylglycerophosphocholine by Phospholipase A2	1 h2o[c] + 1 pchol_hs[c] --> 1 h[c] + 1 Rtotal2[c] + 1 pchol2ste_hs[c]	Glycerophospholipid metabolism	(100137049) or (123745) or (50487) or (5320) or (5321) or (5322) or (64600) or (81579) or (8398)	3.1.1.4		Lysophopshatidyl-choline (LPC) is derived from polar surface phosphatidylcholine (PC) of lipoproteins or from cell membrane-derived PC as a result of phospholipase A2 (PLA2) [8,9]. There is also a phospholipase A1 (PLA1), which is able to cleave the sn-1 ester bond [10]. Appreciable amounts of LPC are either formed in plasma by endothelial lipase [10] or by lecithin-cholesterol acyltransferase (LCAT) secreted from the liver to catalyse the transfer of fatty acids, preferentially linoleate which is in sn-2 position of phosphatidylcholine, to free cholesterol in plasma for the formation of cholesteryl esters [11]. Lysophospholipase substrates the reaction of LPC and water to carboxylate and glycerophosphocholine which is further converted to sn-glycerol-3-phosphate and choline by glycerophosphocholine phosphodiesterase. Glycerol-3-phosphate acyltransferase, located in both endoplasmic reticulum and mitochondrial, catalyses the formation of the lysoproduct LPA by the acylation of glycerol 3-phosphate. LPA may also be synthesized by PLA2 catalysed deacylation of phosphatidic acid (PA). PA is generated by the hydrolysis of PC by PC-specific phospholipase D (PLD) or the acylation of LPA by LPA acyl transferases. PA is an important metabolite involved in phospholipid biosynthesis and membrane remodeling. GPR association taken from Recon.	PMID: 19570538, PMID: 18220755
PCHOLN15_HSPLA2	Formation of 1-Pentadecanoylglycerophosphocholine, Sn1-Lpc (15:0) by Phospholipase A2	1 h2o[c] + 1 pchol_hs[c] --> 1 h[c] + 1 Rtotal2[c] + 1 pcholn15_hs[c]	Glycerophospholipid metabolism	(100137049) or (123745) or (50487) or (5320) or (5321) or (5322) or (64600) or (81579) or (8398)	3.1.1.4		Lysophopshatidyl-choline (LPC) is derived from polar surface phosphatidylcholine (PC) of lipoproteins or from cell membrane-derived PC as a result of phospholipase A2 (PLA2) [8,9]. There is also a phospholipase A1 (PLA1), which is able to cleave the sn-1 ester bond [10]. Appreciable amounts of LPC are either formed in plasma by endothelial lipase [10] or by lecithin-cholesterol acyltransferase (LCAT) secreted from the liver to catalyse the transfer of fatty acids, preferentially linoleate which is in sn-2 position of phosphatidylcholine, to free cholesterol in plasma for the formation of cholesteryl esters [11]. Lysophospholipase substrates the reaction of LPC and water to carboxylate and glycerophosphocholine which is further converted to sn-glycerol-3-phosphate and choline by glycerophosphocholine phosphodiesterase. Glycerol-3-phosphate acyltransferase, located in both endoplasmic reticulum and mitochondrial, catalyses the formation of the lysoproduct LPA by the acylation of glycerol 3-phosphate. LPA may also be synthesized by PLA2 catalysed deacylation of phosphatidic acid (PA). PA is generated by the hydrolysis of PC by PC-specific phospholipase D (PLD) or the acylation of LPA by LPA acyl transferases. PA is an important metabolite involved in phospholipid biosynthesis and membrane remodeling. GPR association taken from Recon.	PMID: 19570538, PMID: 18220755
